event_type,latitude,longitude,requires_road_closure,priority,status,corridor,zone,junction,resolution_minutes,planned_duration_minutes,hour_of_day,day_of_week,is_peak_hour,is_weekend,corridor_rank,junction_recurrence,event_cause_enc,veh_type_enc,zone_enc
unplanned,12.9853495,77.7084054,0,Low,closed,Non-corridor,East Zone 1,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,13,10,2
unplanned,12.9890244,77.4988016,0,High,closed,Magadi Road,West Zone 1,unknown,700.3774083333333,,21.0,0.0,0,0,215,4974,11,5,8
unplanned,12.8743224,77.5410921,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,4.0,1.0,0,0,2756,4974,11,2,6
planned,12.86380991,77.5553396,0,Low,closed,Non-corridor,South Zone 1,unknown,17346.023016666666,17346.023016666666,4.0,1.0,0,0,2756,4974,6,10,6
unplanned,12.9262367,77.6089,0,Low,closed,Non-corridor,South Zone 2,unknown,700.3774083333333,,5.0,1.0,0,0,2756,4974,11,6,7
unplanned,12.9875782,77.492615,0,High,closed,Magadi Road,West Zone 1,unknown,700.3774083333333,,5.0,1.0,0,0,215,4974,11,2,8
unplanned,13.0333905,77.5887227,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,5.0,1.0,0,0,537,4974,1,10,5
unplanned,13.0644822,77.4549418,0,Low,active,Non-corridor,unknown,unknown,700.3774083333333,,6.0,1.0,0,0,2756,4974,4,10,10
unplanned,13.0230236,77.6008531,1,Low,resolved,Non-corridor,North Zone 2,unknown,700.3774083333333,,7.0,1.0,1,0,2756,4974,4,10,5
unplanned,13.0492425,77.6455561,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,20.0,1.0,1,0,2756,4974,3,10,3
planned,12.9694728,77.7005924,0,High,closed,ORR East 2,East Zone 1,unknown,719.26665,719.26665,21.0,1.0,0,0,179,4974,3,10,2
unplanned,12.9466472,77.7470978,0,Low,closed,Non-corridor,East Zone 1,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,2,2
planned,12.9695695,77.7006851,0,High,closed,ORR East 2,East Zone 1,unknown,733.0500666666667,733.0500666666667,20.0,2.0,1,0,179,4974,3,10,2
unplanned,13.032776,77.6300494,0,High,closed,ORR North 1,North Zone 1,unknown,700.3774083333333,,5.0,3.0,0,0,239,4974,11,2,4
unplanned,13.1168783,77.6083433,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,23.0,3.0,0,0,329,4974,11,2,5
unplanned,13.0662526,77.6406245,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,0.0,4.0,0,0,2756,4974,3,10,3
planned,13.0664803,77.6408554,0,Low,closed,Non-corridor,East Zone 2,unknown,4.2056000000000004,4.2056000000000004,5.0,4.0,0,0,2756,4974,3,10,3
unplanned,12.9749432,77.5123408,0,Low,active,Non-corridor,West Zone 1,unknown,700.3774083333333,,6.0,4.0,0,0,2756,4974,4,10,8
unplanned,13.0662238,77.6406617,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,19.0,4.0,1,0,2756,4974,3,10,3
unplanned,12.9956407,77.6651882,0,High,active,ORR North 1,East Zone 2,unknown,700.3774083333333,,2.0,5.0,0,1,239,4974,4,10,3
unplanned,13.1153375,77.6068119,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,3.0,5.0,0,1,329,4974,11,2,5
unplanned,13.0650735,77.4542573,0,Low,closed,Non-corridor,unknown,unknown,700.3774083333333,,7.0,5.0,1,1,2756,4974,11,2,10
unplanned,12.880365,77.545865,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,19.0,5.0,1,1,2756,4974,11,1,6
planned,12.9667164,77.5615877,0,Low,closed,Non-corridor,Central Zone 2,unknown,84.7351,84.7351,21.0,5.0,0,1,2756,4974,6,10,1
unplanned,12.900152,77.6331394,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,23.0,5.0,0,1,274,4974,11,6,7
planned,12.983679,77.5294387,0,High,closed,Magadi Road,West Zone 2,unknown,240.55233333333334,240.55233333333334,5.0,6.0,0,1,215,4974,8,10,9
unplanned,13.0633502,77.6555739,0,Low,active,Non-corridor,East Zone 2,unknown,700.3774083333333,,22.0,6.0,0,1,2756,4974,5,10,3
unplanned,13.0042305,77.5840858,0,High,closed,Bellary Road 1,West Zone 2,unknown,700.3774083333333,,5.0,1.0,0,0,537,4974,9,10,9
unplanned,13.0652173,77.6445305,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,19.0,2.0,1,0,2756,4974,11,4,3
unplanned,12.971535,77.7268282,0,Low,active,Non-corridor,East Zone 1,unknown,700.3774083333333,,21.0,3.0,0,0,2756,4974,9,10,2
unplanned,12.9954901,77.5849484,0,High,closed,Bellary Road 1,Central Zone 2,unknown,700.3774083333333,,6.0,4.0,0,0,537,4974,11,6,1
planned,13.0265099,77.5802634,0,Low,closed,Non-corridor,North Zone 2,unknown,15842.05635,15842.05635,21.0,4.0,0,0,2756,4974,3,10,5
unplanned,13.0200904,77.7097875,1,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,21.0,4.0,0,0,2756,4974,11,5,3
planned,13.05330201,77.55094528,1,Low,closed,Non-corridor,North Zone 1,unknown,700.3774083333333,700.3774083333333,,,0,0,2756,4974,3,10,4
unplanned,13.0205242,77.7107575,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,6.0,6.0,0,1,2756,4974,11,4,3
unplanned,13.0394658,77.6413602,0,High,closed,Airport New South Road,North Zone 1,unknown,700.3774083333333,,19.0,2.0,1,0,62,4974,4,10,4
unplanned,12.9854579,77.5248465,0,High,closed,Magadi Road,West Zone 1,unknown,700.3774083333333,,20.0,2.0,1,0,215,4974,11,4,8
unplanned,13.0394777,77.6414762,0,High,closed,Airport New South Road,North Zone 1,unknown,700.3774083333333,,4.0,3.0,0,0,62,4974,3,10,4
unplanned,13.0483148,77.5547351,0,Low,closed,Non-corridor,North Zone 1,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,11,1,4
unplanned,12.94762516,77.58569302,0,High,active,Old Madras Road,Central Zone 2,unknown,44613.85826500001,,23.0,3.0,0,0,241,4974,13,10,1
planned,12.8974904,77.66849041,0,Low,closed,Non-corridor,South Zone 2,unknown,12625.130233333333,12625.130233333333,1.0,4.0,0,0,2756,4974,8,10,7
planned,12.90351549,77.6673317,0,Low,closed,Non-corridor,South Zone 2,unknown,22763.04245,22763.04245,1.0,4.0,0,0,2756,4974,12,10,7
unplanned,12.9975402,77.6639746,0,High,closed,ORR North 1,Central Zone 1,unknown,700.3774083333333,,19.0,4.0,1,0,239,4974,11,2,0
unplanned,13.0071345,77.6887062,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,20.0,4.0,1,0,2756,4974,11,4,3
unplanned,13.121344,77.6182218,0,Low,closed,Non-corridor,North Zone 2,unknown,700.3774083333333,,20.0,4.0,1,0,2756,4974,5,10,5
unplanned,13.03241,77.5879916,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,20.0,4.0,1,0,537,4974,11,2,5
unplanned,12.8538468,77.588699,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8537547,77.5886061,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.853788,77.5886552,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8538117,77.5887367,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8541391,77.5886304,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8543884,77.5886858,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.854762,77.5887142,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8550432,77.5886943,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8551074,77.5887084,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8551074,77.5887084,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8551342,77.5887076,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8555298,77.5886819,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.85521,77.5887933,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.865231,77.5913855,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.866052,77.5920334,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8662812,77.5918829,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8662784,77.5918883,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8662784,77.5918883,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,13.0109833,77.5457767,0,Low,active,Non-corridor,West Zone 1,MahalaxmiLayoutEntranceJunc,700.3774083333333,,22.0,4.0,0,0,2756,5,9,10,8
unplanned,12.9168713,77.5975225,0,High,closed,Bannerghata Road,South Zone 1,JayadevaHospitalJunc,700.3774083333333,,22.0,4.0,0,0,196,8,11,1,6
unplanned,12.8665636,77.5919853,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8692308,77.5931644,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.8702934,77.5931978,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.870628,77.5936179,0,High,active,Bannerghata Road,South Zone 1,unknown,700.3774083333333,,22.0,4.0,0,0,196,4974,5,10,6
unplanned,12.9853954,77.7083486,0,Low,active,Non-corridor,East Zone 1,unknown,700.3774083333333,,23.0,4.0,0,0,2756,4974,13,10,2
unplanned,12.8733164,77.6249039,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,1.0,5.0,0,1,2756,4974,5,10,6
unplanned,12.8731079,77.624825,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,1.0,5.0,0,1,2756,4974,5,10,6
unplanned,12.8731546,77.6247705,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,1.0,5.0,0,1,2756,4974,5,10,6
unplanned,13.0298582,77.5380185,0,High,closed,Tumkur Road,West Zone 1,GokuldasImagesJunc,700.3774083333333,,2.0,5.0,0,1,400,26,11,4,8
unplanned,12.9905555,77.6609074,1,Low,active,Non-corridor,Central Zone 1,BigBazaarJunction(OldMadrasRd),700.3774083333333,,2.0,5.0,0,1,2756,26,10,10,0
unplanned,12.9027733,77.624135,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,3.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.90216,77.6239417,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,3.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8994133,77.6221783,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8988933,77.6220117,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8979667,77.6215817,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8955633,77.6205933,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8967167,77.6260983,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.8973781,77.626241,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.9022346,77.6278238,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.9220149,77.6139905,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,4.0,5.0,0,1,2756,4974,5,10,7
unplanned,12.9126831,77.5673126,0,High,closed,ORR West 1,South Zone 1,unknown,700.3774083333333,,5.0,5.0,0,1,140,4974,11,7,6
unplanned,12.8884424,77.5362306,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,19.0,5.0,1,1,2756,4974,5,10,6
unplanned,13.0128793,77.5546021,0,High,closed,West of Chord Road,West Zone 2,unknown,700.3774083333333,,19.0,5.0,1,1,158,4974,13,10,9
unplanned,12.8804543,77.6452946,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,20.0,5.0,1,1,274,4974,1,10,7
unplanned,12.9444066,77.6978095,1,High,closed,ORR East 1,East Zone 1,unknown,700.3774083333333,,,,0,0,223,4974,3,10,2
unplanned,13.0903927,77.5966824,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,9.0,6.0,1,1,329,4974,11,5,5
unplanned,13.0078785,77.5268075,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,19.0,6.0,1,1,2756,4974,1,10,8
unplanned,12.97726717,77.75125437,0,Low,closed,Non-corridor,East Zone 1,unknown,700.3774083333333,,20.0,6.0,1,1,2756,4974,11,5,2
unplanned,12.9622023,77.5639864,0,High,closed,Mysore Road,Central Zone 2,unknown,700.3774083333333,,21.0,6.0,0,1,629,4974,11,6,1
unplanned,13.0251804,77.7190904,1,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,1.0,0.0,0,0,2756,4974,11,1,3
unplanned,13.0262679,77.5803919,0,Low,closed,Non-corridor,North Zone 2,unknown,700.3774083333333,,2.0,0.0,0,0,2756,4974,11,2,5
unplanned,13.0551323,77.6009435,1,Low,closed,Non-corridor,North Zone 1,unknown,700.3774083333333,,5.0,0.0,0,0,2756,4974,6,10,4
unplanned,12.9716801,77.6522918,0,Low,closed,Non-corridor,Central Zone 1,unknown,700.3774083333333,,9.0,0.0,1,0,2756,4974,1,10,0
unplanned,12.9964917,77.584805,0,High,closed,Bellary Road 1,Central Zone 2,unknown,700.3774083333333,,20.0,0.0,1,0,537,4974,11,5,1
unplanned,12.8774395,77.6030816,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8830905,77.6100616,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8783186,77.6095049,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8829479,77.6100225,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,13.0260995,77.5855288,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,537,4974,11,2,5
unplanned,12.883259,77.6085878,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,13.0260537,77.5855025,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,537,4974,11,2,5
unplanned,12.8781433,77.6103688,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8768426,77.6110926,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8761152,77.6167541,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,6
unplanned,12.8678404,77.6171272,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,6
unplanned,12.8693181,77.616236,0,Low,active,Non-corridor,South Zone 1,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,6
unplanned,12.8768732,77.6162535,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8788083,77.6165293,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.8772564,77.6162832,0,Low,active,Non-corridor,South Zone 2,unknown,700.3774083333333,,21.0,0.0,0,0,2756,4974,5,10,7
unplanned,12.9846424,77.5970767,0,High,closed,CBD 2,Central Zone 2,IndianExpressJunction,700.3774083333333,,22.0,0.0,0,0,94,12,11,3,1
unplanned,13.0229251,77.6468839,0,High,closed,ORR North 1,East Zone 2,KalyanNagar-ORR Junc,700.3774083333333,,22.0,0.0,0,0,239,5,11,1,3
unplanned,12.97587769,77.56433655,0,High,active,Magadi Road,Central Zone 2,LeprosyhospitalJunc,700.3774083333333,,22.0,0.0,0,0,215,19,4,10,1
unplanned,12.9623268,77.629384,0,Low,closed,Non-corridor,Central Zone 1,unknown,700.3774083333333,,22.0,0.0,0,0,2756,4974,11,4,0
unplanned,13.1140117,77.6062667,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,23.0,0.0,0,0,329,4974,11,2,5
unplanned,13.1116919,77.6045523,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,23.0,0.0,0,0,329,4974,4,10,5
unplanned,12.8794381,77.6459502,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,23.0,0.0,0,0,274,4974,1,10,7
unplanned,12.9134986,77.6038584,0,Low,closed,Non-corridor,South Zone 2,unknown,700.3774083333333,,0.0,1.0,0,0,2756,4974,3,10,7
unplanned,13.019729,77.7090559,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,2.0,1.0,0,0,2756,4974,11,6,3
unplanned,13.07578,77.6508617,0,Low,closed,Non-corridor,East Zone 2,unknown,700.3774083333333,,2.0,1.0,0,0,2756,4974,1,10,3
unplanned,13.1093673,77.6036098,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,4.0,1.0,0,0,329,4974,4,10,5
unplanned,13.0481741,77.4988696,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,4.0,1.0,0,0,2756,4974,11,4,8
unplanned,13.0076699,77.5267781,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,5.0,1.0,0,0,2756,4974,11,4,8
unplanned,13.0073591,77.5266529,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,5.0,1.0,0,0,2756,4974,11,1,8
unplanned,12.97574,77.5096283,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,5.0,1.0,0,0,2756,4974,11,1,8
planned,12.9895606,77.6638081,1,Low,closed,Non-corridor,Central Zone 1,unknown,0.65115,0.65115,6.0,1.0,0,0,2756,4974,3,10,0
unplanned,12.9460489,77.6984784,0,High,closed,ORR East 1,East Zone 1,unknown,700.3774083333333,,19.0,1.0,1,0,223,4974,11,9,2
unplanned,12.8851455,77.6424929,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,19.0,1.0,1,0,274,4974,1,10,7
unplanned,13.0333942,77.5885499,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,20.0,1.0,1,0,537,4974,1,10,5
planned,12.9694992,77.700567,0,High,closed,ORR East 2,East Zone 1,unknown,723.5050833333333,723.5050833333333,21.0,1.0,0,0,179,4974,3,10,2
unplanned,12.95452,77.6424384,0,High,active,IRR(Thanisandra road),Central Zone 1,unknown,1.0094333333333334,,22.0,1.0,0,0,90,4974,5,10,0
unplanned,13.0325733,77.629965,1,High,closed,ORR North 1,North Zone 1,unknown,700.3774083333333,,22.0,1.0,0,0,239,4974,11,1,4
unplanned,13.0495297,77.4954996,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,22.0,1.0,0,0,2756,4974,11,6,8
unplanned,13.0265128,77.6201471,0,Low,closed,Non-corridor,North Zone 1,unknown,700.3774083333333,,3.0,2.0,0,0,2756,4974,4,10,4
unplanned,13.0199284,77.5006714,0,High,resolved,Tumkur Road,West Zone 1,unknown,700.3774083333333,,23.0,1.0,0,0,400,4974,11,1,8
unplanned,12.8967191,77.5723686,0,Low,closed,Non-corridor,South Zone 2,unknown,700.3774083333333,,22.0,1.0,0,0,2756,4974,1,10,7
unplanned,12.9948122,77.693173,0,Low,closed,Non-corridor,East Zone 1,unknown,700.3774083333333,,21.0,1.0,0,0,2756,4974,1,10,2
planned,12.9897442,77.6634633,1,Low,closed,Non-corridor,Central Zone 1,unknown,0.22223333333333334,0.22223333333333334,4.0,2.0,0,0,2756,4974,3,10,0
unplanned,12.9949099,77.6160136,0,Low,closed,Non-corridor,North Zone 1,SindhiColonyJunction,700.3774083333333,,22.0,1.0,0,0,2756,8,5,10,4
unplanned,13.0335547,77.48276889,0,Low,closed,Non-corridor,West Zone 1,unknown,700.3774083333333,,4.0,2.0,0,0,2756,4974,1,10,8
unplanned,12.9878346,77.4940169,0,High,closed,Magadi Road,West Zone 1,unknown,700.3774083333333,,5.0,2.0,0,0,215,4974,11,4,8
unplanned,13.1276933,77.6137033,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,5.0,2.0,0,0,329,4974,1,10,5
unplanned,12.9549495,77.5803014,0,Low,closed,Non-corridor,Central Zone 2,Minerva Circle,700.3774083333333,,5.0,2.0,0,0,2756,1,11,1,1
unplanned,13.0698007,77.5855285,0,Low,closed,Non-corridor,North Zone 1,unknown,700.3774083333333,,6.0,2.0,0,0,2756,4974,1,10,4
planned,12.9694725,77.7005959,0,High,closed,ORR East 2,East Zone 1,unknown,724.8079666666667,724.8079666666667,21.0,2.0,0,0,179,4974,3,10,2
unplanned,12.9895441,77.663815,1,Low,active,Non-corridor,Central Zone 1,unknown,700.3774083333333,,21.0,2.0,0,0,2756,4974,4,10,0
unplanned,12.8508093,77.5545817,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,,,0,0,2756,4974,11,2,6
unplanned,12.9228533,77.6576917,0,High,closed,ORR East 1,Central Zone 1,unknown,700.3774083333333,,21.0,2.0,0,0,223,4974,11,4,0
unplanned,12.8757572,77.4964189,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,22.0,2.0,0,0,2756,4974,11,2,6
unplanned,12.8669473,77.5071756,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,22.0,2.0,0,0,2756,4974,11,2,6
unplanned,13.0593972,77.6325951,0,High,closed,Hennur Main Road,North Zone 1,unknown,700.3774083333333,,22.0,2.0,0,0,68,4974,11,9,4
unplanned,13.0621794,77.5444587,0,Low,resolved,Non-corridor,North Zone 1,unknown,700.3774083333333,,22.0,2.0,0,0,2756,4974,11,1,4
unplanned,12.8425759,77.5885226,0,Low,closed,Non-corridor,South Zone 1,unknown,700.3774083333333,,23.0,2.0,0,0,2756,4974,11,1,6
unplanned,13.0042703,77.6629128,0,High,closed,ORR North 1,Central Zone 1,unknown,700.3774083333333,,2.0,3.0,0,0,239,4974,11,2,0
unplanned,13.1112089,77.6337925,0,High,active,Hennur Main Road,North Zone 2,unknown,700.3774083333333,,2.0,3.0,0,0,68,4974,10,10,5
unplanned,13.1112688,77.6338053,0,High,active,Hennur Main Road,North Zone 2,unknown,700.3774083333333,,2.0,3.0,0,0,68,4974,10,10,5
unplanned,12.9417825,77.7470581,0,Low,closed,Non-corridor,East Zone 1,unknown,700.3774083333333,,2.0,3.0,0,0,2756,4974,4,10,2
unplanned,13.0446122,77.5830636,0,High,closed,ORR North 2,North Zone 1,unknown,700.3774083333333,,3.0,3.0,0,0,166,4974,11,9,4
unplanned,13.0356667,77.58912,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,4.0,3.0,0,0,537,4974,11,4,5
unplanned,12.9996649,77.6752443,0,High,closed,ORR East 2,East Zone 2,unknown,700.3774083333333,,4.0,3.0,0,0,179,4974,11,9,3
unplanned,13.0360183,77.5891833,0,High,closed,Bellary Road 1,North Zone 2,unknown,700.3774083333333,,5.0,3.0,0,0,537,4974,11,1,5
unplanned,13.0701327,77.5869723,0,Low,active,Non-corridor,North Zone 1,unknown,700.3774083333333,,6.0,3.0,0,0,2756,4974,4,10,4
unplanned,12.9839509,77.5286651,1,High,closed,Magadi Road,West Zone 1,unknown,700.3774083333333,,18.0,3.0,1,0,215,4974,3,10,8
unplanned,13.0000387,77.6766808,0,High,closed,ORR East 2,East Zone 2,unknown,700.3774083333333,,19.0,3.0,1,0,179,4974,11,2,3
unplanned,13.1214112,77.6181754,0,Low,closed,Non-corridor,North Zone 2,unknown,700.3774083333333,,20.0,3.0,1,0,2756,4974,9,10,5
planned,12.9694857,77.7005888,0,High,closed,ORR East 2,East Zone 1,unknown,700.3774083333333,700.3774083333333,,,0,0,179,4974,3,10,2
unplanned,12.913157,77.6254496,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,21.0,3.0,0,0,274,4974,11,1,7
unplanned,12.91311,77.6252874,0,High,closed,Hosur Road,South Zone 2,unknown,700.3774083333333,,21.0,3.0,0,0,274,4974,11,1,7
unplanned,12.9976602,77.5841298,0,High,closed,Bellary Road 1,Central Zone 2,unknown,700.3774083333333,,21.0,3.0,0,0,537,4974,11,5,1
unplanned,12.9975806,77.5841317,0,High,closed,Bellary Road 1,Central Zone 2,unknown,700.3774083333333,,21.0,3.0,0,0,537,4974,11,5,1
unplanned,12.997267,77.5847123,0,High,closed,Bellary Road 1,Central Zone 2,unknown,700.3774083333333,,21.0,3.0,0,0,537,4974,11,5,1
planned,12.9894727,77.6639226,0,Low,closed,Non-corridor,Central Zone 1,unknown,1441.3277666666665,1441.3277666666665,22.0,3.0,0,0,2756,4974,3,10,0
unplanned,12.9936926,77.6615233,0,Low,closed,Non-corridor,Central Zone 1,unknown,700.3774083333333,,22.0,3.0,0,0,2756,4974,11,9,0
unplanned,13.0495007,77.5936943,0,High,closed,Bellary Road 1,North Zone 1,unknown,700.3774083333333,,1.0,4.0,0,0,537,4974,4,10,4
planned,12.9896734,77.6634169,1,Low,closed,Non-corridor,Central Zone 1,unknown,0.2728,0.2728,0.0,4.0,0,0,2756,4974,3,10,0
unplanned,13.1287618,77.6140528,0,High,closed,Bellary Road 2,North Zone 2,unknown,700.3774083333333,,2.0,4.0,0,0,329,4974,13,10,5
unplanned,12.9230675,77.6705331,0,High,closed,ORR East 1,East Zone 1,unknown,700.3774083333333,,5.0,4.0,0,0,223,4974,11,9,2
unplanned,12.9975256,77.5470383,0,High,closed,West of Chord Road,West Zone 1,ModiHospital,700.3774083333333,,5.0,4.0,0,0,158,1,4,10,8
